,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
10,0.97560537,0.965211,0.947916,0.9608347,0.96583414,0.96252894,0.9734149,0.96093565,0.9591421,0.969083,0.99999994,0.9652224,0.9583918,0.9632593,0.9556008,0.9557473,0.819825,0.9617987,0.96411383,0.8617282,0.96124536,0.9577803,0.96964073,0.9732548,0.9708719,0.96829176,0.97166586,0.97060835,0.970803,0.961907,0.961924,0.9669258,0.9357592,0.94941086,0.950313,0.96117944,0.972278,0.97199726,0.9454349,0.9615132,0.9745331,0.9622905,0.9618597
11,0.96890783,0.95794266,0.9605254,0.9736293,0.96025145,0.95775723,0.9724142,0.9676946,0.96426153,0.96991915,0.9652224,0.99999994,0.95965314,0.9603028,0.96547484,0.9451588,0.81638265,0.9667729,0.96295446,0.8863701,0.94402003,0.95176905,0.9605826,0.9697823,0.9724349,0.9658446,0.9699424,0.96435595,0.9652179,0.9578507,0.96410894,0.9680294,0.94377303,0.94607484,0.95043784,0.95867616,0.9745048,0.9625556,0.95536304,0.95444673,0.9780184,0.96725833,0.9640777
12,0.96651924,0.9608882,0.95038176,0.9519658,0.95594925,0.9583613,0.9563722,0.9625105,0.956348,0.96934056,0.9583918,0.95965314,0.9999998,0.94422495,0.9497141,0.926717,0.8130235,0.9552831,0.9438456,0.8719668,0.9438881,0.9366152,0.9462881,0.96550894,0.9597773,0.9637267,0.96135527,0.95968074,0.95456976,0.9565585,0.9572295,0.95876926,0.93620485,0.9475267,0.95524126,0.94690615,0.9614734,0.96492505,0.95491403,0.9518106,0.9626194,0.9568412,0.96091115
13,0.96747893,0.95104307,0.93832445,0.95928323,0.95007265,0.95402306,0.9648073,0.95941734,0.96030045,0.957191,0.9632593,0.9603028,0.94422495,1.0000001,0.95009106,0.9476727,0.8302489,0.95982736,0.9704114,0.84657085,0.94774497,0.9477737,0.95708674,0.9618315,0.97338176,0.9622471,0.96351975,0.97000957,0.96513075,0.96139634,0.948738,0.96564925,0.9403513,0.9373859,0.93654794,0.95137614,0.9641073,0.96320844,0.9354882,0.94138384,0.9665301,0.9554223,0.9527719
14,0.95825684,0.9587774,0.9708174,0.9492493,0.9583884,0.9576299,0.9533375,0.95090413,0.94960696,0.97103953,0.9556008,0.96547484,0.9497141,0.95009106,1.0000004,0.9419017,0.8161979,0.94809324,0.9470992,0.8800865,0.9382009,0.94192773,0.9373914,0.95315117,0.95808166,0.9530963,0.9543542,0.9485424,0.9507533,0.9488767,0.9466892,0.9559553,0.92733485,0.9429023,0.93611753,0.94009024,0.9621133,0.95503795,0.9395065,0.93861663,0.96499777,0.97361207,0.9629812
15,0.9461202,0.93536156,0.92440516,0.9407619,0.9428668,0.93446964,0.9448283,0.93967307,0.94237345,0.9455245,0.9557473,0.9451588,0.926717,0.9476727,0.9419017,1.0000001,0.81344926,0.9445519,0.9544668,0.8693187,0.93508387,0.9402544,0.9362125,0.9505775,0.9496277,0.9489412,0.950631,0.9400618,0.9582738,0.93958914,0.946163,0.93858874,0.9273825,0.9227721,0.92144704,0.94508874,0.9537318,0.93383765,0.91309893,0.93475795,0.94935083,0.9365735,0.9356137
16,0.82244533,0.8230164,0.8084241,0.80398434,0.8307638,0.8280951,0.8190707,0.8180403,0.8137496,0.81877804,0.819825,0.81638265,0.8130235,0.8302489,0.8161979,0.81344926,1.0000002,0.83139867,0.80737364,0.78255516,0.83014697,0.8081352,0.8148807,0.80592316,0.8274508,0.82947457,0.81918675,0.818273,0.82774585,0.8048106,0.8133823,0.817527,0.79583234,0.8223146,0.8033812,0.82168734,0.8165375,0.81761026,0.80159044,0.8130901,0.82070684,0.8290478,0.81686246
17,0.969847,0.9621778,0.94416225,0.96254367,0.95956475,0.96255505,0.9725001,0.9616637,0.96339905,0.9585796,0.9617987,0.9667729,0.9552831,0.95982736,0.94809324,0.9445519,0.83139867,1.0,0.97245216,0.8938027,0.94292486,0.9553201,0.96328145,0.97038466,0.9721723,0.9695966,0.96930873,0.9769755,0.969464,0.95578367,0.9646672,0.9639165,0.92975664,0.9402307,0.92841953,0.9640973,0.9749771,0.96653277,0.9451404,0.9561688,0.96074915,0.9472189,0.95585537
18,0.9679732,0.9537837,0.93784344,0.9632726,0.9563201,0.95154905,0.9689366,0.9564312,0.9663505,0.95539,0.96411383,0.96295446,0.9438456,0.9704114,0.9470992,0.9544668,0.80737364,0.97245216,1.0000004,0.8783437,0.9362533,0.9581144,0.96380097,0.9693436,0.97417265,0.96376425,0.96533567,0.97007823,0.9748438,0.95957315,0.96284467,0.96545863,0.9349701,0.93584853,0.93153566,0.9654529,0.96892095,0.9645205,0.9336315,0.9576355,0.9667956,0.95118505,0.9503801
19,0.87664527,0.865146,0.8802821,0.87979543,0.87100345,0.862092,0.86913615,0.8780631,0.87749165,0.8713877,0.8617282,0.8863701,0.8719668,0.84657085,0.8800865,0.8693187,0.78255516,0.8938027,0.8783437,1.0000001,0.8419487,0.865167,0.87087256,0.87789834,0.8713997,0.8781442,0.87975746,0.8780054,0.88019437,0.8684029,0.8806477,0.8947704,0.83786833,0.85987043,0.8495863,0.8932171,0.87449837,0.8688648,0.8590351,0.8716592,0.87655467,0.8651682,0.8718058
20,0.95450145,0.9474179,0.9378402,0.93550634,0.945402,0.94802785,0.9492258,0.9546514,0.9490774,0.9545092,0.96124536,0.94402003,0.9438881,0.94774497,0.9382009,0.93508387,0.83014697,0.94292486,0.9362533,0.8419487,1.0000001,0.93342483,0.94104433,0.9550251,0.9559194,0.95251375,0.9530961,0.95451707,0.9498409,0.9504698,0.9534201,0.94813913,0.93592906,0.9349912,0.9388129,0.9400495,0.9653265,0.95108014,0.9350504,0.94883466,0.9532735,0.9474306,0.9524456
21,0.9619701,0.95258814,0.93786377,0.9553155,0.95601845,0.95367426,0.9616105,0.9493001,0.9523464,0.9440227,0.9577803,0.95176905,0.9366152,0.9477737,0.94192773,0.9402544,0.8081352,0.9553201,0.9581144,0.865167,0.93342483,1.0000004,0.9652506,0.960004,0.9712932,0.95270246,0.95387685,0.95769155,0.9609565,0.94574296,0.9504908,0.9618066,0.9201956,0.92716795,0.9219518,0.94797033,0.95997506,0.95836306,0.92390835,0.93936116,0.9561709,0.9411781,0.9456663
22,0.9763373,0.95301086,0.94112355,0.969733,0.95074385,0.9508184,0.97834015,0.9569429,0.96676767,0.95843893,0.96964073,0.9605826,0.9462881,0.95708674,0.9373914,0.9362125,0.8148807,0.96328145,0.96380097,0.87087256,0.94104433,0.9652506,1.0,0.9677194,0.980912,0.96183217,0.96556115,0.97502637,0.9672593,0.96451825,0.95820016,0.9771377,0.9344866,0.93366396,0.9275505,0.962267,0.962021,0.9661128,0.92607474,0.95408446,0.9727636,0.9491335,0.9568218
23,0.974641,0.96171165,0.9498408,0.9669078,0.9648763,0.96617115,0.9757068,0.97009736,0.97708046,0.96469057,0.9732548,0.9697823,0.96550894,0.9618315,0.95315117,0.9505775,0.80592316,0.97038466,0.9693436,0.87789834,0.9550251,0.960004,0.9677194,1.0,0.9791309,0.9774343,0.9822009,0.97997636,0.9716238,0.97259873,0.97585857,0.9780429,0.95523214,0.9530466,0.9481019,0.97401494,0.98027945,0.97862077,0.9565375,0.9689873,0.97582436,0.9608256,0.969203
24,0.97899234,0.9633855,0.9566532,0.9758152,0.9629477,0.9652046,0.98076797,0.96758854,0.9728869,0.96775496,0.9708719,0.9724349,0.9597773,0.97338176,0.95808166,0.9496277,0.8274508,0.9721723,0.97417265,0.8713997,0.9559194,0.9712932,0.980912,0.9791309,0.99999994,0.97342885,0.97726744,0.9847058,0.9782024,0.9730457,0.9651363,0.98043275,0.94529027,0.9437061,0.9401389,0.96582913,0.9773992,0.9750727,0.9394087,0.95922095,0.9775506,0.9607178,0.969329
25,0.97453505,0.9586566,0.9513189,0.96335214,0.9580218,0.95729715,0.96949744,0.97105753,0.9674609,0.96445125,0.96829176,0.9658446,0.9637267,0.9622471,0.9530963,0.9489412,0.82947457,0.9695966,0.96376425,0.8781442,0.95251375,0.95270246,0.96183217,0.9774343,0.97342885,1.0000001,0.99106246,0.97143185,0.970283,0.97013146,0.97024083,0.96768594,0.9420432,0.95227754,0.95379543,0.96867555,0.9845064,0.9765441,0.94942343,0.96027833,0.9656533,0.9564517,0.9622327
26,0.97761524,0.95257336,0.95278096,0.9641645,0.9545811,0.9538421,0.9713989,0.97196037,0.9708717,0.96511304,0.97166586,0.9699424,0.96135527,0.96351975,0.9543542,0.950631,0.81918675,0.96930873,0.96533567,0.87975746,0.9530961,0.95387685,0.96556115,0.9822009,0.97726744,0.99106246,1.0000001,0.9760016,0.9708726,0.9698371,0.9732892,0.97163206,0.9459842,0.9571867,0.95687896,0.97520775,0.9830485,0.9793314,0.95263505,0.96193045,0.9696865,0.95693064,0.9628917
27,0.98173183,0.9628304,0.94555753,0.96509266,0.96165013,0.96589524,0.98108035,0.96506524,0.9759326,0.96592796,0.97060835,0.96435595,0.95968074,0.97000957,0.9485424,0.9400618,0.818273,0.9769755,0.97007823,0.8780054,0.95451707,0.95769155,0.97502637,0.97997636,0.9847058,0.97143185,0.9760016,0.9999997,0.9696705,0.9739624,0.9701314,0.98147476,0.9434602,0.9520435,0.9445411,0.9693955,0.9748833,0.97859234,0.95766467,0.9675836,0.97084427,0.95333827,0.96964306
28,0.97615284,0.96277684,0.94014794,0.97607744,0.9681958,0.9633404,0.96838206,0.9649735,0.9651261,0.9602237,0.970803,0.9652179,0.95456976,0.96513075,0.9507533,0.9582738,0.82774585,0.969464,0.9748438,0.88019437,0.9498409,0.9609565,0.9672593,0.9716238,0.9782024,0.970283,0.9708726,0.9696705,0.9999997,0.96294355,0.9629605,0.9691163,0.9476221,0.939708,0.9366858,0.9696441,0.9750493,0.96427053,0.93638164,0.9656749,0.9716743,0.95033634,0.9515563
29,0.9702392,0.9584277,0.9477904,0.95076895,0.954111,0.9542509,0.9678225,0.9701779,0.9780861,0.96776193,0.961907,0.9578507,0.9565585,0.96139634,0.9488767,0.93958914,0.8048106,0.95578367,0.95957315,0.8684029,0.9504698,0.94574296,0.96451825,0.97259873,0.9730457,0.97013146,0.9698371,0.9739624,0.96294355,0.9999998,0.96127754,0.97354555,0.94718814,0.93860036,0.94516224,0.96101856,0.96546197,0.9727705,0.9513251,0.96046346,0.9664376,0.9591969,0.97073656
30,0.97286123,0.957945,0.9481326,0.9598417,0.96254975,0.95969427,0.96407926,0.96739346,0.9704642,0.9650575,0.961924,0.96410894,0.9572295,0.948738,0.9466892,0.946163,0.8133823,0.9646672,0.96284467,0.8806477,0.9534201,0.9504908,0.95820016,0.97585857,0.9651363,0.97024083,0.9732892,0.9701314,0.9629605,0.96127754,0.9999999,0.96862024,0.9520013,0.9502317,0.9468563,0.9718729,0.9739774,0.96952903,0.9556715,0.9742233,0.9649181,0.9580442,0.96229047
31,0.9817665,0.9606213,0.95324975,0.9713341,0.95972824,0.96020097,0.9764956,0.9702484,0.97526264,0.9673039,0.9669258,0.9680294,0.95876926,0.96564925,0.9559553,0.93858874,0.817527,0.9639165,0.96545863,0.8947704,0.94813913,0.9618066,0.9771377,0.9780429,0.98043275,0.96768594,0.97163206,0.98147476,0.9691163,0.97354555,0.96862024,1.0,0.9499403,0.9453947,0.9400511,0.97350407,0.96834856,0.97838604,0.94931453,0.96219444,0.97648233,0.96383345,0.9673209
32,0.9524344,0.9377371,0.91719204,0.9370197,0.9354709,0.9360074,0.9465311,0.94617856,0.95528185,0.94181985,0.9357592,0.94377303,0.93620485,0.9403513,0.92733485,0.9273825,0.79583234,0.92975664,0.9349701,0.83786833,0.93592906,0.9201956,0.9344866,0.95523214,0.94529027,0.9420432,0.9459842,0.9434602,0.9476221,0.94718814,0.9520013,0.9499403,0.99999994,0.92038274,0.9171825,0.9406647,0.94971335,0.9458797,0.9359885,0.94296956,0.9483377,0.9327787,0.9320838
33,0.9485038,0.9479757,0.93725526,0.9389225,0.9438515,0.94649285,0.9468713,0.9523484,0.94404596,0.96420777,0.94941086,0.94607484,0.9475267,0.9373859,0.9429023,0.9227721,0.8223146,0.9402307,0.93584853,0.85987043,0.9349912,0.92716795,0.93366396,0.9530466,0.9437061,0.95227754,0.9571867,0.9520435,0.939708,0.93860036,0.9502317,0.9453947,0.92038274,0.9999998,0.9757009,0.9366237,0.9540938,0.95630795,0.9547714,0.943666,0.95174384,0.9472865,0.94904596
34,0.94193673,0.94311434,0.93792915,0.9321955,0.9375173,0.938348,0.939178,0.95500535,0.94579494,0.9602788,0.950313,0.95043784,0.95524126,0.93654794,0.93611753,0.92144704,0.8033812,0.92841953,0.93153566,0.8495863,0.9388129,0.9219518,0.9275505,0.9481019,0.9401389,0.95379543,0.95687896,0.9445411,0.9366858,0.94516224,0.9468563,0.9400511,0.9171825,0.9757009,1.0,0.9339755,0.95300627,0.95356226,0.95379865,0.93754447,0.95277727,0.9473467,0.9472406
35,0.97078156,0.9390726,0.93359405,0.953019,0.94367385,0.9409045,0.96148634,0.96343976,0.97887343,0.94817424,0.96117944,0.95867616,0.94690615,0.95137614,0.94009024,0.94508874,0.82168734,0.9640973,0.9654529,0.8932171,0.9400495,0.94797033,0.962267,0.97401494,0.96582913,0.96867555,0.97520775,0.9693955,0.9696441,0.96101856,0.9718729,0.97350407,0.9406647,0.9366237,0.9339755,1.0,0.96127707,0.9742322,0.9401028,0.9728584,0.9620992,0.94585776,0.94895047
36,0.97479355,0.9674005,0.95687824,0.9708048,0.9696688,0.97016793,0.97201324,0.97004014,0.9669842,0.97198224,0.972278,0.9745048,0.9614734,0.9641073,0.9621133,0.9537318,0.8165375,0.9749771,0.96892095,0.87449837,0.9653265,0.95997506,0.962021,0.98027945,0.9773992,0.9845064,0.9830485,0.9748833,0.9750493,0.96546197,0.9739774,0.96834856,0.94971335,0.9540938,0.95300627,0.96127707,1.0000001,0.97081816,0.9559947,0.9568263,0.9714783,0.96438843,0.9709281
37,0.9782206,0.96580964,0.9473507,0.9587437,0.9586038,0.96281105,0.9710215,0.9738721,0.9765295,0.96732515,0.97199726,0.9625556,0.96492505,0.96320844,0.95503795,0.93383765,0.81761026,0.96653277,0.9645205,0.8688648,0.95108014,0.95836306,0.9661128,0.97862077,0.9750727,0.9765441,0.9793314,0.97859234,0.96427053,0.9727705,0.96952903,0.97838604,0.9458797,0.95630795,0.95356226,0.9742322,0.97081816,1.0000002,0.9608338,0.9691702,0.9695806,0.9614017,0.9664396
38,0.9477062,0.95791507,0.9353952,0.9327005,0.956933,0.9584511,0.9506405,0.958644,0.9561544,0.95719,0.9454349,0.95536304,0.95491403,0.9354882,0.9395065,0.91309893,0.80159044,0.9451404,0.9336315,0.8590351,0.9350504,0.92390835,0.92607474,0.9565375,0.9394087,0.94942343,0.95263505,0.95766467,0.93638164,0.9513251,0.9556715,0.94931453,0.9359885,0.9547714,0.95379865,0.9401028,0.9559947,0.9608338,1.0,0.9490153,0.9490057,0.9488449,0.95539963
39,0.96845484,0.951339,0.93242705,0.95051473,0.9557074,0.9530069,0.9621254,0.9599766,0.97011876,0.95197976,0.9615132,0.95444673,0.9518106,0.94138384,0.93861663,0.93475795,0.8130901,0.9561688,0.9576355,0.8716592,0.94883466,0.93936116,0.95408446,0.9689873,0.95922095,0.96027833,0.96193045,0.9675836,0.9656749,0.96046346,0.9742233,0.96219444,0.94296956,0.943666,0.93754447,0.9728584,0.9568263,0.9691702,0.9490153,1.0,0.9606095,0.9441755,0.95236754
40,0.9756117,0.970518,0.96829885,0.97806025,0.9737053,0.97198665,0.97609425,0.9710467,0.9645928,0.97958,0.9745331,0.9780184,0.9626194,0.9665301,0.96499777,0.94935083,0.82070684,0.96074915,0.9667956,0.87655467,0.9532735,0.9561709,0.9727636,0.97582436,0.9775506,0.9656533,0.9696865,0.97084427,0.9716743,0.9664376,0.9649181,0.97648233,0.9483377,0.95174384,0.95277727,0.9620992,0.9714783,0.9695806,0.9490057,0.9606095,1.0,0.9793081,0.97949564
41,0.9567493,0.96207625,0.97123283,0.95602536,0.9677855,0.9645424,0.9639484,0.95915896,0.9553387,0.9774139,0.9622905,0.96725833,0.9568412,0.9554223,0.97361207,0.9365735,0.8290478,0.9472189,0.95118505,0.8651682,0.9474306,0.9411781,0.9491335,0.9608256,0.9607178,0.9564517,0.95693064,0.95333827,0.95033634,0.9591969,0.9580442,0.96383345,0.9327787,0.9472865,0.9473467,0.94585776,0.96438843,0.9614017,0.9488449,0.9441755,0.9793081,1.0,0.9814528
42,0.9635356,0.9661187,0.9679239,0.95528364,0.96857834,0.96656895,0.96673167,0.9624005,0.9605968,0.97655004,0.9618597,0.9640777,0.96091115,0.9527719,0.9629812,0.9356137,0.81686246,0.95585537,0.9503801,0.8718058,0.9524456,0.9456663,0.9568218,0.969203,0.969329,0.9622327,0.9628917,0.96964306,0.9515563,0.97073656,0.96229047,0.9673209,0.9320838,0.94904596,0.9472406,0.94895047,0.9709281,0.9664396,0.95539963,0.95236754,0.97949564,0.9814528,1.0
